sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_47584	RNF144A	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_38431	NUSAP1	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_8141	C6orf162	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_18365	EPB41L1	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_49775	SEMA4F	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_13287	CPA5	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_44260	PROKR1	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_1393	AEN	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_50780	SIRPB1	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_59133	TRMT61B	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_16190	DLX3	1.9878	0	1.9878	0	-1.5791	1.9756	7.8814	0.98285	0.16284	0.83716	0.32568	0.69413	False
s_33316	MECOM	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_57473	TMEM211	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_2769	AOC3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_4937	BAIAP3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_54471	STOML1	0.99388	2.0124	0.99388	2.0124	0.59533	0.51868	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_5434	BIN1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_11788	CHRDL1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_18178	EMR3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_8592	CA6	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_24322	GSTK1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_5256	BCOR	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_23900	GPR98	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_26043	HPSE2	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_61982	WHSC1L1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_12812	COASY	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_11513	CGREF1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_43744	PPP6R3	0.99388	2.0124	0.99388	2.0124	0.59533	0.51868	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_6827	C17orf90	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_43535	PPP1R13B	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_22294	GATA1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_41243	PEBP4	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_20623	FBXO9	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_29306	KIAA1524	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_10770	CDH23	0.99388	2.0124	0.99388	2.0124	0.59533	0.51868	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_11862	CHRNG	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_11095	CEBPB	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_28830	KCNQ3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_64839	ZNHIT6	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_15793	DGKG	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_16345	DNAI1	0.99388	2.0124	0.99388	2.0124	0.59533	0.51868	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_59201	TRPM2	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_35482	MXD3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_34572	MR1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_9161	CASC1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_44742	PSMB8	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_4702	AXIN1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_57227	TMEM14A	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_7465	C20orf26	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_21543	FPGT	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_44833	PSMG1	0.99388	2.0124	0.99388	2.0124	0.59533	0.51868	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_50741	SIKE1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_32600	MAP2K1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_52258	SLC8A3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_42606	PLK4	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_39091	OR2M4	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_33654	METTL7A	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_49666	SEC61A2	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_51267	SLC22A3	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_24425	GTF2IRD1	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_52734	SNAP91	0	2.0124	0.99388	2.0124	0.59533	2.0249	1.9782	0.72416	0.69151	0.30849	0.61698	0.69413	True
s_60438	UFSP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_64396	ZNF655	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43862	PRB4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_53525	SPIN1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_50517	SH3TC2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30311	KRTAP9-3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_22485	GCNT2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_3888	ASB6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_40184	PAPD4	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_32073	LUZP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_23767	GPR161	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_30263	KRTAP26-1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_15363	DDX17	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_57150	TMEM127	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_5006	BAZ1A	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_1035	ADAMTS14	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_12177	CLDN2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_2968	APLP1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_27202	IL20RB	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_31454	LPPR5	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_56373	TGIF1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_38212	NUCB2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_35682	MYLK	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_11692	CHL1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_45600	RAB15	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_45050	PTK2	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_43302	PPAPDC1B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_6106	C10orf54	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_15965	DIAPH3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_40436	PBOV1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_18809	ETHE1	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_19255	FAM104B	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_12666	CNNM3	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_24320	GSTCD	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_53555	SPINK6	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
s_15731	DFFB	0.99388	0	0.99388	0	-0.99558	0.4939	1.9782	0.39399	0.34679	0.65321	0.69359	0.69413	False
